key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
pk000247,Few enemies are scattered across the region.,Few hazards are scattered across the passable area.,000247,pokemon_0260,0,region,,1.0,,,,
pk000248,Enemies are sparse across the region.,Interactive tiles are sparse across the region.,000248,pokemon_0261,0,region,,1.0,,,,
pk000249,"The region has a slight mix of water, grass, and houses.",The passable area has a slight mix of terrain and walls.,000249,pokemon_0262,0,region,,2.0,,,,
pk000250,The region is mostly empty with a rare floor tile.,The region is mostly passable with rare walls.,000250,pokemon_0263,0,region,,1.0,,,,
pk000251,The region has few houses.,The passable area is marginal.,000251,pokemon_0264,0,region,,1.0,,,,
pk000252,Enemies are rare in this region.,Walls are rare in this region.,000252,pokemon_0265,0,region,,1.0,,,,
pk000253,The region has limited houses.,The region has limited passable area.,000253,pokemon_0266,0,region,,2.0,,,,
pk000254,Sparse houses and a few enemies dot the region.,Sparse passable areas and a few hazards dot the region.,000254,pokemon_0267,0,region,,1.0,,,,
pk000255,The region has rare houses.,The passable region is sparse.,000255,pokemon_0268,0,region,,1.0,,,,
pk000256,The region is limited by a narrow river and few objects.,The passable area is limited by a narrow channel and few hazards.,000256,pokemon_0270,0,region,,2.0,,,,
pk000257,Grass and trees are rare across this region.,Passable tiles are rare in this region.,000257,pokemon_0271,0,region,,1.0,,,,
pk000258,"Sparse grass, trees, and objects mark the region.",Sparse passable tiles define the region.,000258,pokemon_0272,0,region,,1.0,,,,
pk000259,"The region is dominated by grass, water, and houses.",The passable area is dominated by connected space.,000259,pokemon_0273,0,region,,9.0,,,,
pk000260,The region has marginal enemy presence.,The region has marginal hazard presence.,000260,pokemon_0274,0,region,,1.0,,,,
pk000261,"The region is slightly mixed with houses, fences, and water.",The passable area is slightly mixed with some walls.,000261,pokemon_0275,0,region,,2.0,,,,
pk000262,The region is sparse with objects.,The region is sparse with collectables.,000262,pokemon_0276,0,region,,1.0,,,,
pk000263,The region has marginal houses and sparse enemies.,The region has marginal passable areas and sparse hazards.,000263,pokemon_0277,0,region,,1.0,,,,
pk000264,The region has few objects and enemies.,The region has few interactive and hazard tiles.,000264,pokemon_0278,0,region,,1.0,,,,
pk000265,The region is mixed with houses and grass.,The region is mostly passable with a few walls.,000265,pokemon_0279,0,region,,4.0,,,,
pk000266,The region is scattered with enemies and objects.,The passable area is scattered with interactive and hazard tiles.,000266,pokemon_0280,0,region,,4.0,,,,
pk000267,Some floors form a small region.,Some passable areas form a small region.,000267,pokemon_0281,0,region,,2.0,,,,
pk000268,The region is fairly large with scattered houses.,The passable region is fairly large and scattered.,000268,pokemon_0282,0,region,,4.0,,,,
pk000269,Few objects appear in the region.,Few interactives appear in the passable area.,000269,pokemon_0283,0,region,,1.0,,,,
pk000270,The region has little tall grass.,The passable area has little wall.,000270,pokemon_0284,0,region,,2.0,,,,
pk000271,Grass and trees are sparse across the region.,Passable space is mostly open with sparse walls.,000271,pokemon_0286,0,region,,1.0,,,,
pk000272,The region has rare objects and a few enemies.,The area has rare interactive tiles and few hazards.,000272,pokemon_0287,0,region,,1.0,,,,
pk000273,The region is rare and sparse.,The passable area is rare and sparse.,000273,pokemon_0288,0,region,,1.0,,,,
pk000274,"The region is dominated by many houses, trees, and fences.",The passable area is dominated by walls and crowded shapes.,000274,pokemon_0289,0,region,,5.0,,,,
pk000275,The region is limited and lightly scattered.,The passable area is limited and lightly scattered.,000275,pokemon_0292,0,region,,2.0,,,,
pk000276,The region has rare houses and objects.,The passable area is mostly open and sparse.,000276,pokemon_0293,0,region,,1.0,,,,
pk000277,The region has sparse trees and few enemies.,The passable area is sparse with few hazards.,000277,pokemon_0294,0,region,,1.0,,,,
pk000278,The region is made of moderate land and water.,The map has a moderate amount of passable area and wall.,000278,pokemon_0295,0,region,,4.0,,,,
pk000279,The region is sparse with few trees.,The passable region is sparse.,000279,pokemon_0296,0,region,,1.0,,,,
pk000280,The region is abundant with objects and enemies.,The passable region is abundant with hazards and collectables.,000280,pokemon_0297,0,region,,5.0,,,,
pk000281,The region is mostly grass and water with few houses.,The region is mostly passable with few walls.,000281,pokemon_0298,0,region,,3.0,,,,
pk000282,Enemy and object tiles are rare in the region.,Interactive and collectable tiles are rare in the passable area.,000282,pokemon_0299,0,region,,1.0,,,,
pk000283,Some regions are scattered across the map.,Some passable regions are scattered across the map.,000283,pokemon_0300,0,region,,2.0,,,,
pk000284,The region is sparsely broken by a few houses.,The passable area is limited by a few walls.,000284,pokemon_0301,0,region,,2.0,,,,
pk000285,The region is filled with houses and trees.,The passable area is dominated by wall borders.,000285,pokemon_0302,0,region,,7.0,,,,
pk000286,Few houses and objects mark the region.,The passable region is sparse.,000286,pokemon_0303,0,region,,1.0,,,,
pk000287,The region has rare houses.,The passable region is sparse.,000287,pokemon_0304,0,region,,1.0,,,,
pk000288,"The region has a strong mix of houses, water, grass, and fences.",The passable area has a strong mix of connected spaces.,000288,pokemon_0305,0,region,,3.0,,,,
pk000289,The region has only a few objects.,The passable area is marginal.,000289,pokemon_0306,0,region,,1.0,,,,
pk000290,The region is marginally marked by a few houses and paths.,The passable area is marginally marked by a few walls.,000290,pokemon_0307,0,region,,1.0,,,,
pk000291,The region is marginal and lightly populated.,The passable region is marginal and lightly connected.,000291,pokemon_0308,0,region,,1.0,,,,
pk000292,The region is mostly open with rare houses and enemies.,The passable area is mostly open with rare walls.,000292,pokemon_0309,0,region,,1.0,,,,
pk000293,The region is marginal and lightly scattered.,The passable region is marginal and lightly scattered.,000293,pokemon_0310,0,region,,1.0,,,,
pk000294,The region has a slight variety of terrain and objects.,The passable area has a slight variety of features.,000294,pokemon_0311,0,region,,2.0,,,,
pk000295,The region has a reasonable number of enemies.,The passable area has a reasonable number of hazards.,000295,pokemon_0312,0,region,,3.0,,,,
pk000296,The region has a moderate amount of features.,The passable area is moderately extensive.,000296,pokemon_0313,0,region,,3.0,,,,
pk000297,Enemies are rare in this region.,Walls are rare in this region.,000297,pokemon_0314,0,region,,1.0,,,,
pk000298,The region is filled with grass and floors.,The region has a large connected passable area.,000298,pokemon_0315,0,region,,3.0,,,,
pk000299,The region is moderately populated with enemies and objects.,The passable area is moderately filled with hazards and collectables.,000299,pokemon_0316,0,region,,3.0,,,,
pk000300,Regions are rare here.,Passable area is rare here.,000300,pokemon_0317,0,region,,1.0,,,,
pk000301,Enemies are rare in this region.,Passable area is rare in this region.,000301,pokemon_0318,0,region,,1.0,,,,
pk000302,The region has few scattered objects and enemies.,The region has few scattered passable areas.,000302,pokemon_0319,0,region,,1.0,,,,
pk000303,The region is abundant with trees and grass.,The region is abundant with passable areas.,000303,pokemon_0320,0,region,,6.0,,,,
pk000304,A rare region appears here.,A rare passable region appears here.,000304,pokemon_0321,0,region,,1.0,,,,
pk000305,The region is packed with grass and trees.,The passable area is spread across the region.,000305,pokemon_0322,0,region,,7.0,,,,
pk000306,The region is marginal.,The passable region is marginal.,000306,pokemon_0323,0,region,,1.0,,,,
pk000307,The region has a decent amount of open floor and objects.,"The passable area is fairly expansive, with some walls.",000307,pokemon_0324,0,region,,3.0,,,,
pk000308,The region has a little variety.,The passable area has a little variety.,000308,pokemon_0325,0,region,,2.0,,,,
pk000309,The region is sprawling with grass and trees.,The passable area is sprawling and scattered.,000309,pokemon_0326,0,region,,6.0,,,,
pk000310,The region is marked by a few houses.,The passable region is fairly sparse.,000310,pokemon_0327,0,region,,2.0,,,,
pk000311,A sparse region with few houses.,A sparse passable region with few walls.,000311,pokemon_0328,0,region,,1.0,,,,
pk000312,Objects are rare in this region.,Passable areas are rare in this region.,000312,pokemon_0329,0,region,,1.0,,,,
pk000313,The region has a few objects and enemies.,The region has a few interactive tiles and hazards.,000313,pokemon_0330,0,region,,2.0,,,,
pk000314,The region is marginal with few houses.,The region is marginal with few passable areas.,000314,pokemon_0331,0,region,,1.0,,,,
pk000315,Rare houses appear in the region.,Rare passable area appears in the region.,000315,pokemon_0333,0,region,,1.0,,,,
pk000316,The region has few enemies.,The passable area has few hazards.,000316,pokemon_0334,0,region,,1.0,,,,
pk000317,Some houses and objects mark the region.,Some interactive tiles mark the region.,000317,pokemon_0335,0,region,,2.0,,,,
pk000318,The region is packed with grass and enemies.,The region is packed with passable areas.,000318,pokemon_0336,0,region,,6.0,,,,
pk000319,"The region is dominated by grass, trees, water, and houses.",The region is dominated by passable area and walls.,000319,pokemon_0337,0,region,,9.0,,,,
pk000320,The region has sparse enemies.,The region has sparse hazards.,000320,pokemon_0338,0,region,,1.0,,,,
pk000321,The region has marginal enemy presence.,The passable area has marginal hazard presence.,000321,pokemon_0339,0,region,,1.0,,,,
pk000322,The region is sparse with a few houses.,The region has sparse passable areas.,000322,pokemon_0340,0,region,,1.0,,,,
pk000323,The region has many grass patches and water pools.,The passable region is mixed with many wall barriers.,000323,pokemon_0341,0,region,,4.0,,,,
pk000324,A marginal amount of grass covers the region.,A marginal amount of passable space covers the map.,000324,pokemon_0342,0,region,,1.0,,,,
pk000325,The region has rare houses and objects.,The passable area has rare interactive tiles.,000325,pokemon_0343,0,region,,1.0,,,,
pk000326,The region has several enemies and objects.,The passable region has several interactive tiles.,000326,pokemon_0344,0,region,,3.0,,,,
pk000327,The region is fairly limited with a few houses and fences.,The passable area is fairly limited with a few walls.,000327,pokemon_0345,0,region,,2.0,,,,
pk000328,The region is scattered with numerous houses and trees.,The passable area is scattered with numerous features.,000328,pokemon_0346,0,region,,5.0,,,,
pk000329,The region is dotted with enemies and objects.,The passable area is dotted with interactive tiles and hazards.,000329,pokemon_0347,0,region,,3.0,,,,
pk000330,Grass and paths are sparsely scattered here.,"Passable area is sparse, with few walls.",000330,pokemon_0348,0,region,,1.0,,,,
pk000331,The region has limited houses.,The passable area is limited.,000331,pokemon_0349,0,region,,2.0,,,,
pk000332,The region has a few houses.,The passable region is marginal.,000332,pokemon_0350,0,region,,1.0,,,,
pk000333,The region has a little grass and tree cover.,The passable region has a little wall boundary.,000333,pokemon_0351,0,region,,2.0,,,,
pk000334,The region is marginally marked by scattered objects.,The passable area is marginally marked by scattered interactives.,000334,pokemon_0352,0,region,,1.0,,,,
pk000335,A slight region appears on the map.,A slight passable region appears on the map.,000335,pokemon_0353,0,region,,2.0,,,,
